"clubb_c2rt","micro_mg_autocon_nd_exp","micro_mg_dcs","cldfrc_dp1","cldfrc_dp2","clubb_c6rt","clubb_c6rtb","clubb_c6thl","clubb_c6thlb","clubb_c8","clubb_beta","clubb_c1","clubb_c11","clubb_c14","clubb_c_k10","clubb_gamma_coef","clubb_wpxp_l_thresh","dust_emis_fact","micro_mg_accre_enhan_fact","micro_mg_autocon_fact","micro_mg_autocon_lwp_exp","micro_mg_berg_eff_factor","micro_mg_effi_factor","micro_mg_homog_size","micro_mg_iaccr_factor","micro_mg_max_nicons","micro_mg_vtrmi_factor","microp_aero_npccn_scale","microp_aero_wsub_min","microp_aero_wsub_scale","microp_aero_wsubi_min","microp_aero_wsubi_scale","seasalt_emis_scale","sol_factb_interstitial","sol_factic_interstitial","zmconv_c0_lnd","zmconv_c0_ocn","zmconv_capelmt","zmconv_dmpdz","zmconv_ke","zmconv_ke_lnd","zmconv_momcd","zmconv_momcu","zmconv_num_cin","zmconv_tiedke_add"
1,-1.10000002384186,0.000500000023748726,0.100000001490116,500,4,6,4,6,4.19999980926514,2.40000009536743,1,0.699999988079071,2.20000004768372,0.5,0.30799999833107,60,0.699999988079071,1,0.00999999977648258,2.47000002861023,1,1,2.49999993684469e-05,1,1e+08,1,1,0.200000002980232,1,0.00100000004749745,1,1,0.100000001490116,0.400000005960464,0.00749999983236194,0.0299999993294477,70,-0.00100000004749745,4.99999987368938e-06,9.99999974737875e-06,0.699999988079071,0.699999988079071,1,0.5
0.639954447746277,-1.91069352626801,0.000771332299336791,0.18359662592411,460.982086181641,5.6929521560669,2.22714352607727,5.6929521560669,2.22714352607727,1.38865053653717,2.19707942008972,1.49432241916656,0.291339039802551,3.44617915153503,0.391477823257446,0.31757441163063,23.0132083892822,0.44654780626297,1.42100882530212,0.148028656840324,2.10291647911072,0.449422657489777,0.144709646701813,6.32208466413431e-05,0.534538090229034,6416007168,3.96460652351379,1.96702647209167,0.120249025523663,2.79374074935913,0.0333927348256111,4.58821105957031,0.867839157581329,0.755051374435425,0.403729110956192,0.0582824796438217,0.0829085856676102,135.511596679688,-0.00199403893202543,3.90335981137468e-06,1.16348815026868e-06,0.70796549320221,0.0753024965524673,5,1.40701115131378
0.988535702228546,-0.970977485179901,0.000223854673095047,0.0567489415407181,918.435180664062,4.68434381484985,4.37827730178833,4.68434381484985,4.37827730178833,4.69841623306274,2.20905208587646,2.68984460830688,0.297960042953491,3.22428107261658,0.600884437561035,0.311918556690216,188.937744140625,0.187562525272369,5.78312730789185,0.15804634988308,2.21888017654419,0.954235553741455,1.18412208557129,2.46519193751737e-05,0.744139969348907,9020888064,0.212026849389076,2.29982113838196,0.2700514793396,3.85864186286926,0.122595302760601,2.45531392097473,1.79264104366302,0.437039881944656,0.241764038801193,0.022977190092206,0.0898866355419159,334.328338623047,-0.00077625474659726,9.26358279684791e-06,8.54235986480489e-06,0.775307774543762,0.724251925945282,3,0.0493840910494328
0.569770634174347,-1.24090611934662,0.000715557369403541,0.056048896163702,419.880737304688,4.66709518432617,2.83788323402405,4.66709518432617,2.83788323402405,4.49315309524536,2.32925343513489,0.703391671180725,0.454130202531815,2.94646954536438,1.03548073768616,0.273964434862137,132.505569458008,0.193549111485481,9.43855953216553,0.0204419642686844,3.27896952629089,0.140461608767509,1.26520788669586,0.000119741183880251,0.331281512975693,7936691712,3.64413928985596,2.5375771522522,0.169784963130951,1.4836448431015,0.163220182061195,4.97658920288086,1.72871053218842,0.150281384587288,0.781097114086151,0.0494068674743176,0.047436811029911,220.1904296875,-0.00178129062987864,4.19889693148434e-06,3.59975160790782e-06,0.0252461787313223,0.990550816059113,4,0.277879476547241
1.75350904464722,-1.75586676597595,0.000383390171919018,0.125423908233643,870.929992675781,3.05474972724915,3.64092421531677,3.05474972724915,3.64092421531677,2.41615176200867,1.82850110530853,2.00115442276001,0.447738498449326,2.41460776329041,0.970667660236359,0.303729265928268,70.7434005737305,0.125561773777008,2.20981764793396,0.192869156599045,3.17800331115723,0.491984814405441,0.951793491840363,1.96746968867956e-05,0.527585923671722,9512223744,3.46699118614197,0.407891869544983,0.456286936998367,0.985237121582031,0.0991712063550949,3.53191804885864,0.88198047876358,0.209956467151642,0.415287703275681,0.0330274030566216,0.0523177310824394,89.9594039916992,-0.000905752531252801,2.74445096692943e-06,3.78406502932194e-06,0.210708320140839,0.810342013835907,4,0.418319195508957
0.222482860088348,-1.53020310401917,0.000685758364852518,0.0802100747823715,990.666564941406,3.01944994926453,4.12546634674072,3.01944994926453,4.12546634674072,1.26884460449219,2.25503945350647,2.49053025245667,0.446556568145752,3.92546939849854,0.807240664958954,0.302722185850143,130.512649536133,0.129121422767639,1.48313415050507,0.0576716922223568,3.23531174659729,0.522097289562225,0.701161801815033,7.05055717844516e-05,0.696316242218018,4504060928,0.777103543281555,1.76914823055267,0.246939048171043,0.249654591083527,0.0461954064667225,1.74524688720703,0.696499347686768,0.530730426311493,0.953366994857788,0.0884852483868599,0.0859461203217506,258.006805419922,-0.00196205079555511,1.67965220043698e-06,9.83702102530515e-06,0.88168877363205,0.655725836753845,5,1.76450455188751
0.476737469434738,-1.66770076751709,0.000422391371103004,0.178730651736259,645.14306640625,3.79232144355774,2.76038551330566,3.79232144355774,2.76038551330566,4.96870517730713,1.7951854467392,1.85025608539581,0.220141053199768,1.90113055706024,0.25991615653038,0.251790791749954,159.745666503906,0.417362451553345,5.24104452133179,0.13570562005043,3.29130625724792,0.642266035079956,0.304100811481476,5.83137116336729e-05,0.445398837327957,4095032064,0.419001400470734,2.83879590034485,0.214143559336662,2.86487126350403,0.189537510275841,4.6031665802002,2.19838500022888,0.601676762104034,0.804079532623291,0.0044850860722363,0.0358897671103477,306.352386474609,-0.00121797877363861,9.5502373369527e-06,4.83301209897036e-06,0.938992857933044,0.313192844390869,1,1.45384991168976
1.2737203836441,-1.01737034320831,0.000708761333953589,0.238828912377357,822.395202636719,2.89573454856873,3.5372006893158,2.89573454856873,3.5372006893158,1.6939857006073,1.89374339580536,2.15441060066223,0.578160762786865,3.0324592590332,0.655731201171875,0.338215470314026,74.0310440063477,0.763307988643646,5.17081546783447,0.180155366659164,2.45292115211487,0.23537714779377,0.789443850517273,9.03812251635827e-05,0.921437442302704,5211021824,0.365339308977127,1.24228882789612,0.393237322568893,3.24549126625061,0.187722697854042,3.5181565284729,1.14838254451752,0.220233470201492,0.869171380996704,0.0648781433701515,0.0724852383136749,200.412246704102,-0.0012128169182688,7.63729894970311e-06,6.81013261782937e-06,0.409687638282776,0.044766541570425,4,1.21394193172455
1.94282937049866,-0.862013876438141,0.000570358650293201,0.224470362067223,697.943237304688,2.18421721458435,4.16399621963501,2.18421721458435,4.16399621963501,4.41496229171753,1.87970411777496,2.50469517707825,0.75052934885025,0.450235605239868,1.00295805931091,0.275368928909302,154.646774291992,0.50702041387558,9.58416748046875,0.142120435833931,2.55828619003296,0.67681473493576,1.01869940757751,0.000188543112017214,0.675916433334351,710162240,2.67432761192322,2.18666124343872,0.317458420991898,1.0216019153595,0.0546059049665928,3.65527439117432,1.28206181526184,0.102962456643581,0.523612439632416,0.0802429392933846,0.0256661269813776,93.1586532592773,-0.00148147565778345,5.26474286743905e-06,9.20319143915549e-06,0.77197927236557,0.697001576423645,1,0.0117206014692783
1.16777098178864,-0.828216791152954,0.000676947005558759,0.146866649389267,519.946594238281,4.19480323791504,5.92565536499023,4.19480323791504,5.92565536499023,3.69296646118164,1.92936265468597,2.89726662635803,0.266561299562454,3.24408197402954,0.893393397331238,0.259191930294037,49.6988906860352,0.753164052963257,4.24199199676514,0.197251662611961,2.22995471954346,0.230778634548187,1.10473036766052,0.000182032395969145,0.479295164346695,8472275968,3.14317631721497,2.77140140533447,0.48722842335701,4.77161979675293,0.178229257464409,4.82956171035767,0.923282146453857,0.404406845569611,0.600721418857574,0.0143424393609166,0.0943860411643982,87.6822967529297,-0.000727067177649587,4.33156537837931e-06,8.35277842270443e-06,0.596067190170288,0.00495092431083322,5,1.7138888835907
